perplexity,chain,chain_earlystop,normal,normal_earlystop
1,0.49393796920776367,0.18396568298339844,0.4083404541015625,0.28203558921813965
2,0.40812015533447266,0.11252284049987793,0.35371947288513184,0.2525923252105713
3,0.37689900398254395,0.09150099754333496,0.3392195701599121,0.24649381637573242
4,0.3310678005218506,0.0834345817565918,0.3324110507965088,0.20453524589538574
5,0.37124061584472656,0.0664370059967041,0.33664608001708984,0.211317777633667
6,0.3233215808868408,0.05884075164794922,0.3710191249847412,0.17589855194091797
7,0.32007884979248047,0.059899330139160156,0.3457355499267578,0.19966888427734375
8,0.3211662769317627,0.06315135955810547,0.34726715087890625,0.20003032684326172
9,0.326263427734375,0.05410361289978027,0.3516852855682373,0.19666004180908203
10,0.32878613471984863,0.06466174125671387,0.3551609516143799,0.22709417343139648
11,0.3422672748565674,0.0495142936706543,0.3472146987915039,0.1889204978942871
12,0.32428598403930664,0.04963541030883789,0.361098051071167,0.1738588809967041
13,0.3327827453613281,0.05280280113220215,0.36041831970214844,0.17450666427612305
14,0.328228235244751,0.04984164237976074,0.3614499568939209,0.20610928535461426
15,0.33252596855163574,0.047852516174316406,0.40392398834228516,0.18586158752441406
16,0.3368074893951416,0.0508723258972168,0.3820018768310547,0.18977880477905273
17,0.337932825088501,0.046450138092041016,0.36937451362609863,0.19795489311218262
18,0.3492445945739746,0.039098262786865234,0.4025888442993164,0.19838738441467285
19,0.34731364250183105,0.03629350662231445,0.3811016082763672,0.20843005180358887
20,0.3450922966003418,0.03655290603637695,0.39775681495666504,0.19073700904846191
21,0.35709095001220703,0.041732072830200195,0.39487552642822266,0.17751765251159668
22,0.3514676094055176,0.03760337829589844,0.39849114418029785,0.19369077682495117
23,0.35831141471862793,0.04073667526245117,0.39824724197387695,0.22274446487426758
24,0.3669745922088623,0.04509925842285156,0.3969247341156006,0.19643735885620117
25,0.36501121520996094,0.03914165496826172,0.4333617687225342,0.19179677963256836
26,0.3770625591278076,0.0429229736328125,0.4121687412261963,0.1885216236114502
27,0.40721845626831055,0.04001450538635254,0.4506378173828125,0.21930265426635742
28,0.3759596347808838,0.03914237022399902,0.40863943099975586,0.22450661659240723
29,0.3787505626678467,0.039649009704589844,0.4521310329437256,0.1983335018157959
30,0.40877771377563477,0.04023408889770508,0.4543478488922119,0.2255697250366211
31,0.38645291328430176,0.04085707664489746,0.44748592376708984,0.21747279167175293
32,0.39012813568115234,0.041086435317993164,0.41898202896118164,0.21374750137329102
33,0.3895535469055176,0.041063785552978516,0.46692657470703125,0.1965193748474121
34,0.395413875579834,0.037245750427246094,0.4637725353240967,0.20194578170776367
35,0.3980998992919922,0.04193878173828125,0.4620649814605713,0.22546148300170898
36,0.39829421043395996,0.036672115325927734,0.4314126968383789,0.2411034107208252
37,0.39724087715148926,0.042929887771606445,0.47450685501098633,0.219102144241333
38,0.40697574615478516,0.037958621978759766,0.43616676330566406,0.23389458656311035
39,0.40783238410949707,0.044521331787109375,0.4796478748321533,0.2216782569885254
40,0.4998810291290283,0.0,0.4998810291290283,0.21685123443603516
41,0.41263628005981445,0.03923821449279785,0.4847688674926758,0.2056901454925537
42,0.45254063606262207,0.0396122932434082,0.48475122451782227,0.2378237247467041
43,0.4071958065032959,0.05766630172729492,0.4835026264190674,0.2183370590209961
44,0.4487309455871582,0.03932380676269531,0.442108154296875,0.23185062408447266
45,0.4173710346221924,0.04010152816772461,0.4939091205596924,0.2144005298614502
46,0.45349645614624023,0.04873228073120117,0.4502840042114258,0.21033096313476562
47,0.42254185676574707,0.051169395446777344,0.489762544631958,0.21435022354125977
48,0.46109986305236816,0.04527425765991211,0.4826984405517578,0.2137584686279297
49,0.42937397956848145,0.05152630805969238,0.462230920791626,0.23254632949829102
50,0.46658849716186523,0.05463981628417969,0.4896368980407715,0.21238255500793457
51,0.44722580909729004,0.048417091369628906,0.4601020812988281,0.21664047241210938
52,0.4769003391265869,0.05051302909851074,0.5057189464569092,0.2354438304901123
53,0.4617159366607666,0.04622316360473633,0.4688999652862549,0.23777341842651367
54,0.47055554389953613,0.04633283615112305,0.5023641586303711,0.22964882850646973
55,0.4671657085418701,0.05026102066040039,0.4722023010253906,0.22639703750610352
56,0.4679262638092041,0.05204010009765625,0.4980759620666504,0.22422170639038086
57,0.4753429889678955,0.04786825180053711,0.4692370891571045,0.20830273628234863
58,0.4409027099609375,0.04744839668273926,0.5091149806976318,0.2568216323852539
59,0.4535987377166748,0.048619747161865234,0.4717998504638672,0.20935535430908203
60,0.4782435894012451,0.048111677169799805,0.5070552825927734,0.24639153480529785
61,0.4440922737121582,0.04851555824279785,0.5150504112243652,0.23439288139343262
62,0.4487342834472656,0.047153472900390625,0.5161941051483154,0.2501506805419922
63,0.47602057456970215,0.049181461334228516,0.4839787483215332,0.23149895668029785
64,0.45400118827819824,0.04879188537597656,0.5046186447143555,0.24355125427246094
65,0.4461238384246826,0.04802989959716797,0.5150554180145264,0.21751117706298828
